<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
2014/5/19,14:50:00,14500,14550,14480,14545,17364
2014/5/19,14:55:00,14545,14550,14540,14550,14930
2014/5/19,15:00:00,14550,14550,14550,14550,2766
2014/5/20,09:05:00,14565,14565,14465,14475,55868
2014/5/20,09:10:00,14480,14495,14415,14430,37452
2014/5/20,09:15:00,14430,14475,14425,14430,26436
2014/5/20,09:20:00,14430,14445,14385,14420,33904
2014/5/20,09:25:00,14415,14435,14410,14430,13090
2014/5/20,09:30:00,14430,14455,14425,14430,13506
2014/5/20,09:35:00,14430,14450,14425,14430,8498
2014/5/20,09:40:00,14430,14460,14425,14445,11982
2014/5/20,09:45:00,14435,14460,14430,14445,8726
2014/5/20,09:50:00,14445,14445,14355,14395,27812
2014/5/20,09:55:00,14395,14420,14390,14390,13790
2014/5/20,10:00:00,14390,14415,14375,14395,11802
2014/5/20,10:05:00,14390,14405,14380,14390,6990
2014/5/20,10:10:00,14390,14405,14380,14390,8828
2014/5/20,10:15:00,14390,14410,14390,14400,5478
2014/5/20,10:35:00,14400,14400,14350,14380,16064
2014/5/20,10:40:00,14380,14390,14365,14385,5126
2014/5/20,10:45:00,14385,14435,14385,14420,18504
2014/5/20,10:50:00,14420,14450,14410,14420,15638
2014/5/20,10:55:00,14415,14425,14400,14420,7590
2014/5/20,11:00:00,14415,14460,14410,14445,12982
2014/5/20,11:05:00,14445,14445,14410,14435,9796
2014/5/20,11:10:00,14440,14450,14420,14430,8008
2014/5/20,11:15:00,14430,14435,14415,14420,6002
2014/5/20,11:20:00,14420,14435,14405,14405,5090
2014/5/20,11:25:00,14410,14410,14385,14390,12818
2014/5/20,11:30:00,14395,14425,14385,14395,10204
2014/5/20,13:35:00,14385,14410,14370,14395,10220
2014/5/20,13:40:00,14395,14410,14390,14400,4208
2014/5/20,13:45:00,14405,14405,14375,14390,10370
2014/5/20,13:50:00,14390,14565,14390,14530,59806
2014/5/20,13:55:00,14530,14595,14420,14450,66490
2014/5/20,14:00:00,14450,14455,14350,14435,38686
2014/5/20,14:05:00,14435,14450,14420,14430,11612
2014/5/20,14:10:00,14430,14530,14425,14505,23666
2014/5/20,14:15:00,14500,14510,14475,14505,16440
2014/5/20,14:20:00,14500,14535,14480,14515,17114
2014/5/20,14:25:00,14515,14520,14485,14495,12182
2014/5/20,14:30:00,14495,14525,14490,14505,10172
2014/5/20,14:35:00,14510,14510,14490,14510,9320
2014/5/20,14:40:00,14505,14535,14495,14535,9130
2014/5/20,14:45:00,14530,14545,14490,14505,16966
2014/5/20,14:50:00,14505,14515,14485,14500,7304
2014/5/20,14:55:00,14495,14505,14480,14495,10700
2014/5/20,15:00:00,14495,14515,14485,14490,24958
2014/5/21,09:05:00,14465,14485,14425,14430,32702
2014/5/21,09:10:00,14425,14465,14410,14460,16724
2014/5/21,09:15:00,14460,14500,14455,14480,18294
2014/5/21,09:20:00,14485,14545,14480,14515,24892
2014/5/21,09:25:00,14515,14520,14460,14465,17832
2014/5/21,09:30:00,14460,14495,14450,14485,12172
2014/5/21,09:35:00,14490,14560,14490,14510,23970
2014/5/21,09:40:00,14510,14535,14490,14520,14944
2014/5/21,09:45:00,14520,14535,14495,14500,12348
2014/5/21,09:50:00,14500,14525,14495,14510,9772
2014/5/21,09:55:00,14510,14510,14475,14500,11752
2014/5/21,10:00:00,14500,14515,14490,14510,5732
2014/5/21,10:05:00,14510,14525,14490,14490,7566
2014/5/21,10:10:00,14500,14515,14495,14505,3490
2014/5/21,10:15:00,14510,14525,14505,14525,6392
2014/5/21,10:35:00,14525,14585,14520,14545,26674
2014/5/21,10:40:00,14545,14555,14525,14535,11186
2014/5/21,10:45:00,14540,14545,14525,14535,5434
2014/5/21,10:50:00,14540,14565,14535,14555,9776
2014/5/21,10:55:00,14560,14595,14540,14545,19700
2014/5/21,11:00:00,14545,14645,14540,14630,29760
2014/5/21,11:05:00,14635,14655,14605,14640,23768
2014/5/21,11:10:00,14640,14655,14610,14640,20322
2014/5/21,11:15:00,14640,14670,14630,14630,20730
2014/5/21,11:20:00,14630,14640,14485,14510,61922
2014/5/21,11:25:00,14505,14505,14470,14490,24052
2014/5/21,11:30:00,14490,14500,14440,14445,21932
2014/5/21,13:35:00,14440,14455,14415,14440,23128
2014/5/21,13:40:00,14440,14450,14320,14360,48720
2014/5/21,13:45:00,14355,14360,14320,14355,29426
2014/5/21,13:50:00,14350,14350,14300,14330,27916
2014/5/21,13:55:00,14330,14355,14315,14345,13050
2014/5/21,14:00:00,14340,14345,14300,14315,23494
2014/5/21,14:05:00,14320,14320,14280,14305,24312
2014/5/21,14:10:00,14305,14330,14305,14320,8468
2014/5/21,14:15:00,14315,14330,14310,14325,5468
2014/5/21,14:20:00,14325,14330,14300,14320,8716
2014/5/21,14:25:00,14315,14350,14315,14350,13272
2014/5/21,14:30:00,14345,14345,14310,14320,8796
2014/5/21,14:35:00,14315,14345,14310,14330,6558
2014/5/21,14:40:00,14330,14335,14280,14285,18858
2014/5/21,14:45:00,14290,14310,14270,14280,15820
2014/5/21,14:50:00,14280,14300,14275,14290,8126
2014/5/21,14:55:00,14290,14300,14255,14280,20074
2014/5/21,15:00:00,14280,14295,14255,14285,29304
2014/5/22,09:05:00,14305,14350,14305,14335,32136
2014/5/22,09:10:00,14340,14365,14320,14325,20638
2014/5/22,09:15:00,14320,14355,14285,14340,23938
2014/5/22,09:20:00,14340,14350,14320,14335,7904
2014/5/22,09:25:00,14330,14345,14315,14335,6950
2014/5/22,09:30:00,14330,14340,14305,14340,9164
2014/5/22,09:35:00,14340,14345,14315,14330,7632
2014/5/22,09:40:00,14330,14380,14325,14360,17258
2014/5/22,09:45:00,14360,14380,14335,14340,13618
2014/5/22,09:50:00,14335,14390,14330,14380,18192
2014/5/22,09:55:00,14375,14390,14360,14390,16872
2014/5/22,10:00:00,14385,14395,14350,14385,15620
2014/5/22,10:05:00,14385,14435,14375,14415,29756
2014/5/22,10:10:00,14420,14430,14370,14380,19948
2014/5/22,10:15:00,14385,14390,14370,14380,8414
2014/5/22,10:35:00,14385,14405,14370,14370,11276
2014/5/22,10:40:00,14370,14385,14330,14350,19028
2014/5/22,10:45:00,14345,14360,14325,14350,11446
2014/5/22,10:50:00,14350,14360,14335,14345,7396
2014/5/22,10:55:00,14350,14380,14335,14375,12180
2014/5/22,11:00:00,14375,14400,14370,14375,11486
2014/5/22,11:05:00,14370,14385,14350,14360,6346
2014/5/22,11:10:00,14360,14395,14355,14385,7436
2014/5/22,11:15:00,14385,14440,14380,14410,26860
2014/5/22,11:20:00,14410,14430,14395,14420,13610
2014/5/22,11:25:00,14420,14445,14415,14430,12150
2014/5/22,11:30:00,14430,14445,14410,14440,12570
2014/5/22,13:35:00,14445,14475,14430,14450,26384
2014/5/22,13:40:00,14445,14465,14440,14460,10986
2014/5/22,13:45:00,14460,14460,14415,14415,10752
2014/5/22,13:50:00,14415,14425,14380,14415,21406
2014/5/22,13:55:00,14415,14415,14400,14405,6008
2014/5/22,14:00:00,14405,14410,14350,14370,19522
2014/5/22,14:05:00,14365,14385,14340,14370,20354
2014/5/22,14:10:00,14370,14380,14360,14370,7382
2014/5/22,14:15:00,14365,14390,14360,14380,8146
2014/5/22,14:20:00,14375,14380,14335,14365,16932
2014/5/22,14:25:00,14365,14380,14340,14355,11028
2014/5/22,14:30:00,14355,14365,14330,14340,10856
2014/5/22,14:35:00,14340,14360,14335,14350,8366
2014/5/22,14:40:00,14345,14350,14310,14310,14284
2014/5/22,14:45:00,14310,14335,14280,14330,26248
2014/5/22,14:50:00,14330,14355,14325,14350,14564
2014/5/22,14:55:00,14345,14370,14345,14355,13758
2014/5/22,15:00:00,14355,14375,14320,14375,23930
2014/5/23,09:05:00,14450,14545,14440,14520,63360
2014/5/23,09:10:00,14520,14585,14510,14570,31100
2014/5/23,09:15:00,14570,14640,14560,14615,44744
2014/5/23,09:20:00,14620,14635,14570,14580,26230
2014/5/23,09:25:00,14575,14595,14565,14575,12812
2014/5/23,09:30:00,14575,14590,14475,14510,34466
2014/5/23,09:35:00,14510,14545,14500,14525,19242
2014/5/23,09:40:00,14520,14535,14505,14510,9798
2014/5/23,09:45:00,14510,14540,14485,14535,16224
2014/5/23,09:50:00,14540,14555,14530,14535,10060
2014/5/23,09:55:00,14535,14560,14530,14530,9478
2014/5/23,10:00:00,14535,14535,14495,14510,18728
2014/5/23,10:05:00,14515,14520,14385,14410,47426
2014/5/23,10:10:00,14415,14445,14390,14420,16398
2014/5/23,10:15:00,14420,14445,14415,14445,10244
2014/5/23,10:35:00,14440,14440,14420,14425,8100
2014/5/23,10:40:00,14425,14445,14420,14440,7704
2014/5/23,10:45:00,14440,14450,14430,14430,6468
2014/5/23,10:50:00,14435,14435,14400,14430,12162
2014/5/23,10:55:00,14430,14440,14420,14430,6474
2014/5/23,11:00:00,14425,14445,14420,14435,9204
2014/5/23,11:05:00,14435,14460,14420,14450,12252
2014/5/23,11:10:00,14450,14515,14440,14490,26236
2014/5/23,11:15:00,14490,14495,14440,14450,17582
2014/5/23,11:20:00,14455,14485,14450,14480,8116
2014/5/23,11:25:00,14485,14485,14450,14465,8448
2014/5/23,11:30:00,14460,14490,14460,14490,10956
2014/5/23,13:35:00,14485,14500,14460,14460,16688
2014/5/23,13:40:00,14460,14475,14445,14450,9658
2014/5/23,13:45:00,14445,14450,14310,14340,46854
2014/5/23,13:50:00,14340,14365,14320,14345,19320
2014/5/23,13:55:00,14340,14360,14330,14345,9552
2014/5/23,14:00:00,14340,14360,14335,14345,6686
2014/5/23,14:05:00,14345,14355,14330,14350,9260
2014/5/23,14:10:00,14350,14400,14350,14400,21994
2014/5/23,14:15:00,14400,14410,14375,14385,11010
2014/5/23,14:20:00,14385,14385,14355,14375,8862
2014/5/23,14:25:00,14380,14395,14335,14335,10498
2014/5/23,14:30:00,14340,14380,14330,14380,9838
2014/5/23,14:35:00,14375,14415,14355,14410,14110
2014/5/23,14:40:00,14405,14440,14390,14415,14980
2014/5/23,14:45:00,14420,14425,14390,14405,11790
2014/5/23,14:50:00,14405,14435,14400,14425,10340
2014/5/23,14:55:00,14425,14445,14420,14435,11170
2014/5/23,15:00:00,14430,14455,14415,14440,23520
2014/5/26,09:05:00,14600,14600,14480,14505,44266
2014/5/26,09:10:00,14505,14570,14505,14555,20946
2014/5/26,09:15:00,14560,14810,14545,14735,63214
2014/5/26,09:20:00,14735,14815,14570,14655,73350
2014/5/26,09:25:00,14655,14705,14650,14680,19460
2014/5/26,09:30:00,14680,14740,14680,14705,19080
2014/5/26,09:35:00,14700,14750,14700,14740,15216
2014/5/26,09:40:00,14740,14750,14695,14720,18048
2014/5/26,09:45:00,14720,14740,14705,14740,11978
2014/5/26,09:50:00,14740,14770,14735,14755,18924
2014/5/26,09:55:00,14755,14775,14730,14735,13850
2014/5/26,10:00:00,14740,14750,14715,14745,10480
2014/5/26,10:05:00,14745,14795,14745,14760,21388
2014/5/26,10:10:00,14760,14765,14745,14750,7342
2014/5/26,10:15:00,14750,14760,14725,14745,7648
2014/5/26,10:35:00,14745,14745,14715,14735,6448
2014/5/26,10:40:00,14730,14755,14720,14725,5612
2014/5/26,10:45:00,14725,14740,14705,14740,8816
2014/5/26,10:50:00,14740,14740,14720,14725,4252
2014/5/26,10:55:00,14730,14750,14725,14735,6174
2014/5/26,11:00:00,14735,14780,14735,14780,10614
2014/5/26,11:05:00,14780,14795,14760,14765,13996
2014/5/26,11:10:00,14765,14785,14755,14760,7304
2014/5/26,11:15:00,14755,14780,14745,14765,7256
2014/5/26,11:20:00,14765,14800,14690,14730,37446
2014/5/26,11:25:00,14730,14760,14730,14735,9742
2014/5/26,11:30:00,14735,14750,14720,14725,10128
2014/5/26,13:35:00,14710,14710,14655,14670,28198
2014/5/26,13:40:00,14675,14685,14655,14665,11726
2014/5/26,13:45:00,14670,14710,14660,14695,14506
2014/5/26,13:50:00,14695,14700,14675,14685,5464
2014/5/26,13:55:00,14680,14690,14670,14690,4656
2014/5/26,14:00:00,14685,14695,14675,14680,4518
2014/5/26,14:05:00,14680,14690,14675,14690,5420
2014/5/26,14:10:00,14690,14735,14685,14735,12330
2014/5/26,14:15:00,14735,14760,14720,14745,15938
2014/5/26,14:20:00,14750,14750,14715,14725,8498
2014/5/26,14:25:00,14725,14740,14720,14725,4412
2014/5/26,14:30:00,14730,14750,14725,14735,6902
2014/5/26,14:35:00,14740,14760,14730,14735,8008
2014/5/26,14:40:00,14740,14755,14735,14750,6954
2014/5/26,14:45:00,14745,14755,14740,14745,6336
2014/5/26,14:50:00,14750,14750,14725,14750,8430
2014/5/26,14:55:00,14745,14780,14745,14760,18602
2014/5/26,15:00:00,14760,14765,14725,14735,29150
2014/5/27,09:05:00,14715,14740,14685,14705,34804
2014/5/27,09:10:00,14710,14745,14675,14735,20568
2014/5/27,09:15:00,14735,14765,14720,14725,19966
2014/5/27,09:20:00,14725,14735,14705,14730,9482
2014/5/27,09:25:00,14735,14755,14720,14735,10266
2014/5/27,09:30:00,14735,14755,14730,14740,6292
2014/5/27,09:35:00,14740,14740,14710,14715,11592
2014/5/27,09:40:00,14720,14735,14710,14730,8284
2014/5/27,09:45:00,14735,14735,14610,14630,36816
2014/5/27,09:50:00,14625,14645,14490,14545,46090
2014/5/27,09:55:00,14545,14585,14525,14585,21626
2014/5/27,10:00:00,14580,14585,14555,14570,11554
2014/5/27,10:05:00,14565,14570,14550,14565,8066
2014/5/27,10:10:00,14560,14585,14555,14570,9066
2014/5/27,10:15:00,14570,14615,14565,14610,11466
2014/5/27,10:35:00,14610,14610,14580,14590,5678
2014/5/27,10:40:00,14590,14595,14580,14595,4440
2014/5/27,10:45:00,14590,14595,14560,14580,7316
2014/5/27,10:50:00,14575,14585,14545,14550,7294
2014/5/27,10:55:00,14545,14585,14545,14580,8676
2014/5/27,11:00:00,14585,14595,14575,14580,7830
2014/5/27,11:05:00,14580,14590,14555,14570,8782
2014/5/27,11:10:00,14575,14585,14560,14570,6278
2014/5/27,11:15:00,14575,14580,14545,14545,4740
2014/5/27,11:20:00,14545,14560,14525,14545,14860
2014/5/27,11:25:00,14545,14565,14545,14555,4820
2014/5/27,11:30:00,14555,14565,14535,14545,7812
2014/5/27,13:35:00,14560,14560,14510,14530,16386
2014/5/27,13:40:00,14530,14555,14520,14540,9086
2014/5/27,13:45:00,14540,14580,14540,14555,12236
2014/5/27,13:50:00,14550,14555,14535,14545,9038
2014/5/27,13:55:00,14550,14560,14545,14555,4016
2014/5/27,14:00:00,14560,14560,14545,14545,4622
2014/5/27,14:05:00,14550,14560,14530,14530,9086
2014/5/27,14:10:00,14535,14535,14435,14460,46834
2014/5/27,14:15:00,14455,14500,14450,14475,19010
2014/5/27,14:20:00,14475,14485,14460,14475,10942
2014/5/27,14:25:00,14475,14475,14455,14465,8392
2014/5/27,14:30:00,14460,14475,14445,14455,8934
2014/5/27,14:35:00,14460,14495,14445,14485,15736
2014/5/27,14:40:00,14485,14490,14470,14470,8622
2014/5/27,14:45:00,14470,14495,14470,14490,5834
2014/5/27,14:50:00,14490,14520,14475,14505,19090
2014/5/27,14:55:00,14500,14520,14495,14505,9496
2014/5/27,15:00:00,14510,14540,14510,14530,23892
2014/5/28,09:05:00,14505,14535,14460,14495,30652
2014/5/28,09:10:00,14500,14555,14485,14530,23126
2014/5/28,09:15:00,14530,14535,14510,14530,10252
2014/5/28,09:20:00,14530,14530,14450,14485,24542
2014/5/28,09:25:00,14485,14490,14465,14465,8970
2014/5/28,09:30:00,14465,14485,14450,14455,11956
2014/5/28,09:35:00,14455,14495,14430,14495,19764
2014/5/28,09:40:00,14495,14540,14495,14515,18876
2014/5/28,09:45:00,14515,14530,14510,14520,7408
2014/5/28,09:50:00,14520,14540,14505,14525,6720
2014/5/28,09:55:00,14530,14530,14485,14495,9874
2014/5/28,10:00:00,14500,14510,14475,14480,8138
2014/5/28,10:05:00,14485,14490,14460,14470,10918
2014/5/28,10:10:00,14465,14495,14465,14480,4726
2014/5/28,10:15:00,14475,14495,14470,14495,4708
2014/5/28,10:35:00,14485,14495,14455,14455,6576
2014/5/28,10:40:00,14455,14475,14445,14470,9292
2014/5/28,10:45:00,14465,14475,14460,14470,4372
2014/5/28,10:50:00,14470,14470,14435,14455,10886
2014/5/28,10:55:00,14455,14520,14440,14500,18744
2014/5/28,11:00:00,14505,14510,14470,14480,9954
2014/5/28,11:05:00,14480,14490,14470,14490,4604
2014/5/28,11:10:00,14490,14490,14455,14470,8998
2014/5/28,11:15:00,14465,14470,14425,14465,17030
2014/5/28,11:20:00,14460,14475,14450,14450,6570
2014/5/28,11:25:00,14450,14465,14435,14445,6664
2014/5/28,11:30:00,14445,14455,14410,14410,14754
2014/5/28,13:35:00,14405,14445,14390,14420,23904
2014/5/28,13:40:00,14425,14435,14380,14380,13490
2014/5/28,13:45:00,14380,14410,14380,14410,13000
2014/5/28,13:50:00,14410,14435,14395,14420,10900
2014/5/28,13:55:00,14420,14455,14415,14445,14928
2014/5/28,14:00:00,14440,14450,14425,14435,8800
2014/5/28,14:05:00,14430,14470,14430,14450,12284
2014/5/28,14:10:00,14450,14465,14440,14450,9964
2014/5/28,14:15:00,14450,14460,14430,14435,7992
2014/5/28,14:20:00,14430,14450,14430,14440,7194
2014/5/28,14:25:00,14440,14450,14430,14440,6316
2014/5/28,14:30:00,14435,14440,14415,14425,8344
2014/5/28,14:35:00,14425,14445,14420,14445,7022
2014/5/28,14:40:00,14445,14445,14430,14440,5260
2014/5/28,14:45:00,14440,14440,14420,14430,5932
2014/5/28,14:50:00,14435,14530,14430,14490,40762
2014/5/28,14:55:00,14490,14510,14485,14500,11504
2014/5/28,15:00:00,14505,14510,14470,14480,22484
2014/5/29,09:05:00,14460,14670,14425,14590,47730
2014/5/29,09:10:00,14580,14650,14580,14615,38982
2014/5/29,09:15:00,14620,14645,14605,14620,20294
2014/5/29,09:20:00,14615,14625,14580,14585,14432
2014/5/29,09:25:00,14585,14600,14555,14560,16340
2014/5/29,09:30:00,14565,14590,14555,14575,12672
2014/5/29,09:35:00,14575,14605,14560,14570,14102
2014/5/29,09:40:00,14570,14590,14565,14590,7020
2014/5/29,09:45:00,14585,14605,14580,14585,9196
2014/5/29,09:50:00,14590,14595,14530,14555,19116
2014/5/29,09:55:00,14555,14570,14545,14545,9178
2014/5/29,10:00:00,14550,14560,14540,14550,6756
2014/5/29,10:05:00,14545,14570,14535,14555,8490
2014/5/29,10:10:00,14550,14555,14535,14555,5150
2014/5/29,10:15:00,14555,14580,14550,14580,6478
2014/5/29,10:35:00,14580,14580,14535,14550,9028
2014/5/29,10:40:00,14550,14560,14530,14550,6894
2014/5/29,10:45:00,14550,14570,14550,14565,5906
2014/5/29,10:50:00,14565,14580,14560,14575,6458
2014/5/29,10:55:00,14575,14580,14545,14555,6876
2014/5/29,11:00:00,14550,14575,14545,14570,5188
2014/5/29,11:05:00,14565,14585,14555,14580,10966
2014/5/29,11:10:00,14580,14590,14565,14585,10004
2014/5/29,11:15:00,14585,14595,14570,14580,9638
2014/5/29,11:20:00,14575,14585,14565,14575,5622
2014/5/29,11:25:00,14570,14575,14550,14555,5702
2014/5/29,11:30:00,14555,14560,14540,14550,8862
2014/5/29,13:35:00,14550,14550,14440,14470,35926
2014/5/29,13:40:00,14475,14475,14445,14455,12004
2014/5/29,13:45:00,14455,14470,14445,14465,10662
2014/5/29,13:50:00,14465,14475,14440,14445,17160
2014/5/29,13:55:00,14440,14450,14350,14395,36482
2014/5/29,14:00:00,14395,14400,14360,14360,16552
2014/5/29,14:05:00,14360,14360,14290,14340,51686
2014/5/29,14:10:00,14335,14355,14330,14340,12598
2014/5/29,14:15:00,14340,14355,14335,14350,7934
2014/5/29,14:20:00,14345,14365,14335,14360,13610
2014/5/29,14:25:00,14360,14375,14345,14350,16772
2014/5/29,14:30:00,14350,14350,14320,14340,15926
2014/5/29,14:35:00,14335,14340,14325,14335,8352
2014/5/29,14:40:00,14330,14345,14315,14340,12144
2014/5/29,14:45:00,14340,14350,14330,14335,8166
2014/5/29,14:50:00,14330,14340,14320,14335,9424
2014/5/29,14:55:00,14335,14340,14310,14330,12752
2014/5/29,15:00:00,14330,14340,14280,14300,32296
2014/5/30,09:05:00,14275,14320,14225,14285,42934
2014/5/30,09:10:00,14285,14295,14255,14290,19554
2014/5/30,09:15:00,14290,14335,14275,14330,17582
2014/5/30,09:20:00,14330,14335,14290,14295,10140
2014/5/30,09:25:00,14295,14310,14285,14305,6804
2014/5/30,09:30:00,14305,14320,14295,14295,8292
2014/5/30,09:35:00,14300,14335,14290,14330,13554
2014/5/30,09:40:00,14330,14350,14320,14325,13388
2014/5/30,09:45:00,14325,14345,14320,14325,6226
2014/5/30,09:50:00,14330,14355,14325,14340,11754
2014/5/30,09:55:00,14345,14350,14320,14330,7910
2014/5/30,10:00:00,14330,14340,14315,14315,6274
2014/5/30,10:05:00,14315,14325,14235,14235,23106
2014/5/30,10:10:00,14235,14245,14170,14200,47102
2014/5/30,10:15:00,14200,14205,14145,14170,21662
2014/5/30,10:35:00,14155,14170,14135,14155,17508
2014/5/30,10:40:00,14150,14165,14145,14150,11188
2014/5/30,10:45:00,14155,14155,14100,14100,21116
2014/5/30,10:50:00,14105,14120,14070,14120,26316
2014/5/30,10:55:00,14115,14130,14110,14130,11338
2014/5/30,11:00:00,14130,14170,14130,14140,20966
2014/5/30,11:05:00,14135,14140,14095,14105,14904
2014/5/30,11:10:00,14110,14120,14095,14095,6946
2014/5/30,11:15:00,14095,14130,14095,14120,7972
2014/5/30,11:20:00,14120,14125,14100,14105,6858
2014/5/30,11:25:00,14110,14120,14080,14080,7940
2014/5/30,11:30:00,14080,14130,14080,14120,12956
2014/5/30,13:35:00,14115,14140,14100,14130,11458
2014/5/30,13:40:00,14130,14135,14095,14105,8710
2014/5/30,13:45:00,14100,14120,14090,14100,7994
2014/5/30,13:50:00,14095,14135,14085,14120,15352
2014/5/30,13:55:00,14125,14130,14095,14095,7282
2014/5/30,14:00:00,14095,14120,14090,14100,5734
2014/5/30,14:05:00,14100,14145,14075,14120,17638
2014/5/30,14:10:00,14120,14125,14105,14120,5976
2014/5/30,14:15:00,14120,14155,14120,14130,16916
2014/5/30,14:20:00,14130,14150,14120,14125,10802
2014/5/30,14:25:00,14120,14125,14100,14125,10072
2014/5/30,14:30:00,14125,14135,14115,14130,5756
2014/5/30,14:35:00,14125,14140,14115,14120,10902
2014/5/30,14:40:00,14120,14145,14120,14140,8536
2014/5/30,14:45:00,14140,14145,14120,14135,8740
2014/5/30,14:50:00,14135,14150,14130,14145,8368
2014/5/30,14:55:00,14145,14145,14115,14125,12806
2014/5/30,15:00:00,14125,14155,14115,14125,28358
2014/6/3,09:05:00,14175,14375,14150,14305,68810
2014/6/3,09:10:00,14305,14320,14280,14285,19344
2014/6/3,09:15:00,14280,14305,14275,14285,12266
2014/6/3,09:20:00,14285,14320,14280,14295,11898
2014/6/3,09:25:00,14300,14310,14250,14250,14154
2014/6/3,09:30:00,14250,14265,14215,14235,21688
2014/6/3,09:35:00,14230,14235,14140,14215,31242
2014/6/3,09:40:00,14210,14220,14200,14205,10036
2014/6/3,09:45:00,14205,14210,14190,14200,9590
2014/6/3,09:50:00,14200,14205,14130,14140,24024
2014/6/3,09:55:00,14140,14140,14110,14140,17878
2014/6/3,10:00:00,14140,14150,14120,14135,6970
